Temperature ( C) , Humidity ( %) , Light ( lx) , Battery ( %) , Solar Panel ( V) , Carbon Monxide ( kOhm) , Nitrogen Dioxide ( kOhm) , Noise ( dB) , UTC
22.10,47.00,4540.80,81.20,0.00,440.62,24.55,86.34,2016-02-00 16:45:25
22.10,47.00,4540.80,81.70,0.00,470.41,24.55,94.98,2016-02-00 16:45:35
22.10,47.00,4540.80,81.30,0.00,439.74,24.58,86.13,2016-02-00 16:45:45
22.10,46.90,4540.80,81.00,0.00,447.57,24.56,86.28,2016-02-00 16:45:55
22.10,46.90,4540.80,81.00,0.00,463.25,24.55,87.48,2016-02-00 16:46:05
22.10,46.90,4540.80,81.00,0.00,441.56,24.57,89.16,2016-02-00 16:46:15
22.00,47.00,4540.80,81.00,0.00,435.38,24.58,87.15,2016-02-00 16:46:25
22.10,47.00,4540.80,81.90,0.00,454.97,24.57,93.56,2016-02-00 16:46:35
22.10,47.00,4540.80,80.80,0.00,432.55,24.65,90.02,2016-02-00 16:46:45
22.10,47.00,4540.80,81.20,0.00,441.96,24.69,92.42,2016-02-00 16:46:55
22.00,47.10,4540.80,81.10,0.00,457.65,24.73,91.12,2016-02-00 16:47:05
22.00,47.10,4540.80,81.70,0.00,450.20,24.80,92.18,2016-02-00 16:47:15
22.10,47.10,4540.80,81.60,0.00,444.69,24.73,91.10,2016-02-00 16:47:25
22.10,47.00,4540.80,81.80,0.00,447.04,24.73,92.18,2016-02-00 16:47:35
22.10,47.10,4540.80,81.70,0.00,426.52,24.72,90.21,2016-02-00 16:47:45
22.10,47.00,4540.80,81.70,0.00,454.57,24.68,91.06,2016-02-00 16:47:55
22.10,47.00,4540.80,81.30,0.00,442.46,24.59,89.39,2016-02-00 16:48:05
22.10,47.00,4540.80,81.50,0.00,430.52,24.59,88.81,2016-02-00 16:48:15
22.10,47.20,4540.80,82.00,0.00,453.35,24.44,89.61,2016-02-00 16:48:25
22.10,47.30,4540.80,81.50,0.00,426.37,24.50,90.12,2016-02-00 16:48:36
22.10,47.20,4540.80,81.20,0.00,435.95,24.45,88.71,2016-02-00 16:48:46
22.10,47.10,4540.80,81.50,0.00,438.81,24.51,89.25,2016-02-00 16:48:56
22.20,47.10,4540.80,81.40,0.00,435.35,24.48,87.51,2016-02-00 16:49:06
22.20,47.10,4540.80,81.80,0.00,447.05,24.42,87.41,2016-02-00 16:49:16
22.20,47.10,4540.80,81.20,0.00,443.41,24.44,86.16,2016-02-00 16:49:26
22.20,47.10,4540.80,81.50,0.00,435.91,24.39,86.23,2016-02-00 16:49:36
22.30,47.20,4540.80,81.20,0.00,427.89,24.30,86.05,2016-02-00 16:49:46
22.30,47.10,4540.80,81.80,0.00,446.87,24.15,86.65,2016-02-00 16:49:56
22.30,47.10,4540.80,81.70,0.00,441.73,24.15,86.51,2016-02-00 16:50:06
22.30,47.00,4540.80,81.10,0.00,440.10,23.64,87.89,2016-02-00 16:50:16
22.30,47.00,4540.80,81.50,0.00,438.04,23.98,86.04,2016-02-00 16:50:26
22.30,47.00,4540.80,80.90,0.00,428.20,24.13,84.73,2016-02-00 16:50:36
22.30,47.00,4540.80,80.90,0.00,406.32,24.17,83.66,2016-02-00 16:50:46
22.40,46.80,4540.80,80.90,0.00,459.10,24.19,85.59,2016-02-00 16:50:56
22.40,46.70,4540.80,80.90,0.00,427.48,24.30,85.36,2016-02-00 16:51:06
22.50,46.60,4540.80,80.90,0.00,430.81,24.33,83.49,2016-02-00 16:51:16
22.50,46.60,4540.80,80.90,0.00,431.98,24.36,83.58,2016-02-00 16:51:26
22.50,46.50,4540.80,81.00,0.00,432.48,24.38,83.72,2016-02-00 16:51:36
22.60,46.40,4540.80,80.90,0.00,428.29,24.35,85.06,2016-02-00 16:51:46
22.60,46.40,4540.80,81.10,0.00,427.97,24.33,84.81,2016-02-00 16:51:56
22.60,46.40,4540.80,81.30,0.00,428.69,24.26,83.65,2016-02-00 16:52:06
22.60,46.40,4540.80,81.40,0.00,426.87,24.23,90.81,2016-02-00 16:52:16
22.60,46.30,4540.80,81.10,0.00,418.90,24.20,83.50,2016-02-00 16:52:26
22.60,46.30,4540.80,81.00,0.00,437.08,24.18,83.85,2016-02-00 16:52:36
22.60,46.30,4540.80,81.30,0.00,432.61,24.21,84.60,2016-02-00 16:52:46
22.60,46.20,4540.80,80.80,0.00,421.96,24.27,83.56,2016-02-00 16:52:56
22.50,46.10,4540.80,81.20,0.00,442.53,24.31,83.76,2016-02-00 16:53:06
22.40,46.20,4540.80,81.30,0.00,438.69,24.33,84.09,2016-02-00 16:53:16
22.30,46.40,4540.80,81.20,0.00,432.21,24.32,84.53,2016-02-00 16:53:26
22.30,46.60,4540.80,81.20,0.00,439.30,24.35,83.41,2016-02-00 16:53:36
22.30,46.70,4540.80,81.30,0.00,438.17,24.42,83.81,2016-02-00 16:53:46
22.20,46.70,4540.80,81.30,0.00,424.85,24.48,83.76,2016-02-00 16:53:56
22.30,46.80,4540.80,81.20,0.00,447.87,24.55,83.94,2016-02-00 16:54:06
22.20,46.70,4540.80,81.10,0.00,425.84,24.64,83.74,2016-02-00 16:54:16
22.10,46.90,4540.80,81.10,0.00,447.19,24.68,83.49,2016-02-00 16:54:26
22.10,47.00,4540.80,81.00,0.00,424.27,24.73,83.63,2016-02-00 16:54:36
22.10,47.20,4540.80,81.20,0.00,444.33,24.71,83.45,2016-02-00 16:54:46
22.10,47.20,4540.80,81.00,0.00,421.92,24.70,84.46,2016-02-00 16:54:57
22.10,47.20,4540.80,81.40,0.00,446.08,24.69,83.44,2016-02-00 16:55:07
22.10,47.20,4540.80,81.00,0.00,421.64,24.69,83.91,2016-02-00 16:55:17
22.10,47.10,4540.80,81.40,0.00,446.83,24.68,84.23,2016-02-00 16:55:27
22.10,47.10,4540.80,81.40,0.00,425.72,24.78,83.20,2016-02-00 16:55:37
22.00,47.10,4540.80,81.30,0.00,448.05,24.81,83.77,2016-02-00 16:55:47
22.00,47.20,4540.80,81.10,0.00,423.74,24.84,83.69,2016-02-00 16:55:57
22.00,47.30,4540.80,81.30,0.00,445.72,24.79,84.19,2016-02-00 16:56:07
21.90,47.20,4540.80,81.30,0.00,425.46,24.88,83.63,2016-02-00 16:56:17
21.90,47.40,4540.80,81.10,0.00,448.20,24.97,83.88,2016-02-00 16:56:27
21.90,47.60,4540.80,81.10,0.00,422.78,24.93,84.24,2016-02-00 16:56:37
21.90,47.40,4540.80,81.40,0.00,446.80,24.88,83.66,2016-02-00 16:56:47
22.00,47.40,4540.80,81.50,0.00,430.72,24.91,83.80,2016-02-00 16:56:57
22.00,47.40,4540.80,81.30,0.00,437.69,24.81,83.78,2016-02-00 16:57:07
22.10,47.30,4540.80,81.20,0.00,433.24,24.82,83.62,2016-02-00 16:57:17
22.20,47.10,4540.80,81.20,0.00,421.43,24.82,89.80,2016-02-00 16:57:27
22.20,47.10,4540.80,81.50,0.00,424.46,24.82,84.51,2016-02-00 16:57:37
22.20,47.10,4540.80,81.50,0.00,425.52,24.70,83.79,2016-02-00 16:57:47
22.20,47.00,4540.80,81.40,0.00,437.82,24.78,83.92,2016-02-00 16:57:57
22.30,47.10,4540.80,81.70,0.00,428.15,24.72,84.21,2016-02-00 16:58:07
22.30,47.00,4540.80,81.10,0.00,420.82,24.69,84.05,2016-02-00 16:58:17
22.30,47.00,4540.80,81.40,0.00,435.61,24.55,84.56,2016-02-00 16:58:27
22.40,47.10,4540.80,81.10,0.00,427.05,24.50,83.96,2016-02-00 16:58:37
22.50,46.80,4540.80,81.30,0.00,431.69,24.49,83.80,2016-02-00 16:58:47
22.40,46.80,4540.80,81.40,0.00,419.72,24.50,83.58,2016-02-00 16:58:57
22.40,46.80,4540.80,81.00,0.00,425.46,24.03,83.38,2016-02-00 16:59:07
22.50,46.80,4540.80,81.90,0.00,437.74,23.80,83.29,2016-02-00 16:59:17
22.50,46.80,4540.80,81.40,0.00,426.47,24.32,83.76,2016-02-00 16:59:27
22.50,46.80,4540.80,81.80,0.00,426.75,24.36,83.44,2016-02-00 16:59:37
22.50,46.70,4540.80,81.20,0.00,418.90,24.38,83.13,2016-02-00 16:59:47
22.50,46.70,4540.80,81.50,0.00,424.59,24.40,83.17,2016-02-00 16:59:57
22.50,46.50,4540.80,81.30,0.00,441.07,24.41,83.76,2016-02-00 17:00:07
22.60,46.40,4540.80,81.70,0.00,422.83,24.50,83.64,2016-02-00 17:00:17
22.60,46.30,4540.80,81.80,0.00,446.36,24.63,82.89,2016-02-00 17:00:27
22.60,46.20,4540.80,81.60,0.00,419.50,24.63,83.16,2016-02-00 17:00:37
22.70,46.10,4540.80,81.50,0.00,443.07,24.61,83.27,2016-02-00 17:00:47
22.70,46.10,4540.80,81.60,0.00,438.00,24.64,83.50,2016-02-00 17:00:57
22.60,46.00,4540.80,81.20,0.00,431.29,24.71,83.38,2016-02-00 17:01:07
22.60,46.00,4540.80,81.70,0.00,439.50,24.66,84.01,2016-02-00 17:01:18
22.50,46.00,4540.80,81.60,0.00,423.34,24.74,83.57,2016-02-00 17:01:28
22.50,46.20,4540.80,81.80,0.00,428.81,24.79,83.46,2016-02-00 17:01:38
22.50,46.30,4540.80,81.60,0.00,444.89,24.75,83.05,2016-02-00 17:01:48
22.50,46.30,4540.80,81.50,0.00,421.66,24.79,83.28,2016-02-00 17:01:58
22.50,46.40,4540.80,81.60,0.00,442.53,24.77,83.20,2016-02-00 17:02:08
22.40,46.40,4540.80,81.70,0.00,422.40,24.79,83.45,2016-02-00 17:02:18
22.40,46.60,4540.80,81.60,0.00,428.51,24.79,82.98,2016-02-00 17:02:28
22.40,46.60,4540.80,81.10,0.00,447.40,24.80,82.82,2016-02-00 17:02:38
22.30,46.60,4540.80,81.70,0.00,422.40,24.77,83.70,2016-02-00 17:02:48
22.30,46.70,4540.80,81.50,0.00,446.95,24.78,84.21,2016-02-00 17:02:58
22.30,46.80,4540.80,81.50,0.00,440.19,24.20,83.64,2016-02-00 17:03:08
22.30,46.80,4540.80,82.00,0.00,420.57,24.63,85.07,2016-02-00 17:03:18
22.20,46.80,4540.80,81.60,0.00,448.06,24.27,83.70,2016-02-00 17:03:28
22.20,46.90,4540.80,81.90,0.00,425.45,24.25,83.81,2016-02-00 17:03:38
22.10,46.90,4540.80,81.80,0.00,436.28,24.32,83.71,2016-02-00 17:03:48
22.10,46.90,4540.80,81.80,0.00,436.33,24.36,82.91,2016-02-00 17:03:58
22.10,47.00,4540.80,81.80,0.00,448.83,24.40,83.09,2016-02-00 17:04:08
22.10,47.20,4540.80,81.80,0.00,423.54,24.41,96.21,2016-02-00 17:04:18
22.00,47.20,4540.80,81.90,0.00,448.18,24.39,97.18,2016-02-00 17:04:28
22.10,47.20,4540.80,81.90,0.00,422.94,24.36,83.29,2016-02-00 17:04:38
22.10,47.20,4540.80,81.90,0.00,447.77,24.34,96.32,2016-02-00 17:04:48
22.10,47.30,4540.80,81.90,0.00,440.60,24.35,95.11,2016-02-00 17:04:58
22.10,47.30,4540.80,81.90,0.00,440.92,24.31,83.94,2016-02-00 17:05:08
22.10,47.40,4540.80,81.80,0.00,422.85,24.29,83.92,2016-02-00 17:05:18
22.10,47.40,4540.80,82.00,0.00,443.90,24.81,84.17,2016-02-00 17:05:28
22.20,47.40,4540.80,81.70,0.00,423.91,24.95,83.61,2016-02-00 17:05:38
22.20,47.50,4540.80,82.00,0.00,428.13,24.95,83.63,2016-02-00 17:05:48
22.10,48.00,4540.80,81.50,0.00,446.67,24.91,83.21,2016-02-00 17:05:58
22.00,47.80,4540.80,81.60,0.00,441.54,25.00,83.13,2016-02-00 17:06:08
22.10,47.90,4540.80,81.60,0.00,438.86,25.01,83.52,2016-02-00 17:06:18
22.10,47.80,4540.80,82.10,0.00,436.08,24.95,84.50,2016-02-00 17:06:28
22.10,48.00,4540.80,81.90,0.00,438.18,24.82,83.83,2016-02-00 17:06:38
22.10,47.80,4540.80,81.80,0.00,420.06,24.82,83.40,2016-02-00 17:06:48
22.10,47.80,4540.80,82.00,0.00,427.22,24.82,86.35,2016-02-00 17:06:58
22.10,47.80,4540.80,82.10,0.00,423.54,24.80,94.30,2016-02-00 17:07:08
22.20,47.80,4540.80,81.70,0.00,426.39,24.69,83.06,2016-02-00 17:07:18
22.20,47.80,4540.80,81.60,0.00,423.14,24.64,83.15,2016-02-00 17:07:28
22.20,47.70,4540.80,82.00,0.00,426.52,24.61,83.31,2016-02-00 17:07:39
22.30,47.60,4540.80,82.10,0.00,428.69,24.65,82.94,2016-02-00 17:07:49
22.30,47.40,4540.80,82.10,0.00,423.42,24.70,82.83,2016-02-00 17:07:59
22.40,47.40,4540.80,82.00,0.00,426.52,24.69,83.18,2016-02-00 17:08:09
22.40,47.30,4540.80,82.10,0.00,444.35,24.65,83.22,2016-02-00 17:08:19
22.40,47.20,4540.80,82.00,0.00,421.46,24.12,82.87,2016-02-00 17:08:29
22.50,46.90,4540.80,82.30,0.00,428.98,24.06,83.43,2016-02-00 17:08:39
22.50,46.90,4540.80,82.30,0.00,428.67,24.09,83.25,2016-02-00 17:08:49
22.50,46.90,4540.80,82.20,0.00,444.50,24.13,83.10,2016-02-00 17:08:59
22.40,46.90,4540.80,82.10,0.00,435.01,24.12,83.21,2016-02-00 17:09:09
22.40,46.80,4540.80,82.30,0.00,437.25,24.10,82.90,2016-02-00 17:09:19
22.40,46.80,4540.80,82.30,0.00,439.26,24.15,82.83,2016-02-00 17:09:29
22.40,46.80,4540.80,82.20,0.00,425.59,24.20,82.89,2016-02-00 17:09:39
22.30,47.00,4540.80,82.30,0.00,430.88,24.26,82.77,2016-02-00 17:09:49
22.30,47.00,4540.80,82.50,0.00,447.00,24.82,83.19,2016-02-00 17:09:59
22.20,47.00,4540.80,82.00,0.00,444.11,25.07,83.24,2016-02-00 17:10:09
22.10,47.10,4540.80,82.00,0.00,427.08,25.12,82.99,2016-02-00 17:10:19
22.00,47.30,4540.80,82.00,0.00,448.45,25.16,82.97,2016-02-00 17:10:29
21.90,47.40,4540.80,82.10,0.00,444.08,25.20,82.78,2016-02-00 17:10:39
21.90,47.70,4540.80,81.90,0.00,427.10,25.22,82.83,2016-02-00 17:10:49
21.90,47.70,4540.80,81.50,0.00,428.75,25.19,82.85,2016-02-00 17:10:59
21.80,47.70,4540.80,81.80,0.00,449.36,25.25,81.47,2016-02-00 17:11:09
21.70,47.80,4540.80,81.50,0.00,445.60,25.43,81.99,2016-02-00 17:11:19
21.70,48.00,4540.80,81.60,0.00,444.37,25.47,81.79,2016-02-00 17:11:29
21.60,48.10,4540.80,81.80,0.00,445.75,25.57,81.77,2016-02-00 17:11:39
21.50,48.20,4540.80,81.60,0.00,445.20,25.66,82.38,2016-02-00 17:11:49
21.50,48.30,4540.80,81.50,0.00,446.40,25.78,82.59,2016-02-00 17:11:59
21.30,48.60,4540.80,81.70,0.00,446.94,25.88,81.68,2016-02-00 17:12:09
21.30,48.70,4540.80,81.70,0.00,445.86,25.87,82.22,2016-02-00 17:12:19
21.20,48.90,4540.80,81.60,0.00,448.06,26.03,81.96,2016-02-00 17:12:29
21.20,48.90,4540.80,81.60,0.00,431.71,26.07,82.13,2016-02-00 17:12:39
21.20,49.10,4540.80,81.50,0.00,453.59,26.09,82.45,2016-02-00 17:12:49
21.10,49.30,4540.80,82.10,0.00,446.38,26.10,82.79,2016-02-00 17:12:59
21.10,49.20,4540.80,81.50,0.00,446.73,26.20,82.33,2016-02-00 17:13:09
21.20,49.30,4540.80,81.60,0.00,446.07,26.10,82.42,2016-02-00 17:13:19
21.30,49.20,4540.80,82.10,0.00,440.27,26.06,82.11,2016-02-00 17:13:29
21.30,49.10,4540.80,82.00,0.00,427.94,25.91,82.94,2016-02-00 17:13:39
21.40,49.10,4540.80,81.70,0.00,429.05,25.68,82.71,2016-02-00 17:13:49
21.50,48.90,4540.80,81.60,0.00,424.84,25.61,82.04,2016-02-00 17:14:00
21.50,48.80,4540.80,81.70,0.00,431.52,25.56,82.08,2016-02-00 17:14:10
21.50,48.80,4540.80,81.80,0.00,444.87,25.54,81.79,2016-02-00 17:14:20
21.60,48.80,4540.80,82.00,0.00,439.57,25.54,82.07,2016-02-00 17:14:30
21.60,48.80,4540.80,81.60,0.00,435.15,25.47,81.88,2016-02-00 17:14:40
21.60,48.70,4540.80,81.50,0.00,420.82,25.46,81.87,2016-02-00 17:14:50
21.70,48.70,4540.80,81.60,0.00,427.07,25.41,81.86,2016-02-00 17:15:00
21.80,48.60,4540.80,81.60,0.00,424.95,25.36,82.35,2016-02-00 17:15:10
21.80,48.50,4540.80,82.00,0.00,424.59,24.60,82.44,2016-02-00 17:15:20
21.80,48.40,4540.80,81.60,0.00,423.51,24.48,82.46,2016-02-00 17:15:30
21.90,48.30,4540.80,81.50,0.00,424.25,24.48,81.77,2016-02-00 17:15:40
21.90,48.10,4540.80,81.70,0.00,428.22,24.50,81.48,2016-02-00 17:15:50
21.90,48.00,4540.80,82.10,0.00,427.14,24.52,81.89,2016-02-00 17:16:00
21.90,47.90,4540.80,81.90,0.00,427.03,24.56,81.66,2016-02-00 17:16:10
21.90,47.80,4540.80,81.80,0.00,445.84,24.67,81.73,2016-02-00 17:16:20
21.90,47.80,4540.80,81.60,0.00,441.98,24.76,81.60,2016-02-00 17:16:30
21.90,47.80,4540.80,81.60,0.00,441.95,24.84,81.78,2016-02-00 17:16:40
21.80,47.90,4540.80,81.90,0.00,443.38,25.56,81.47,2016-02-00 17:16:50
21.80,48.10,4540.80,82.10,0.00,435.14,25.70,82.06,2016-02-00 17:17:00
21.80,48.10,4540.80,81.50,0.00,424.55,25.75,81.82,2016-02-00 17:17:10
21.80,48.10,4540.80,81.70,0.00,430.61,25.73,81.79,2016-02-00 17:17:20
21.80,48.00,4540.80,81.50,0.00,433.99,25.75,82.61,2016-02-00 17:17:30
21.90,48.00,4540.80,82.20,0.00,425.64,25.69,81.66,2016-02-00 17:17:40
21.90,48.00,4540.80,81.60,0.00,427.62,25.62,81.34,2016-02-00 17:17:50
21.90,47.90,4540.80,81.90,0.00,427.53,25.55,81.79,2016-02-00 17:18:00
21.90,47.90,4540.80,82.20,0.00,443.23,25.50,81.94,2016-02-00 17:18:10
21.90,47.90,4540.80,82.10,0.00,441.21,25.48,82.03,2016-02-00 17:18:20
21.90,47.90,4540.80,82.10,0.00,443.67,25.51,82.75,2016-02-00 17:18:30
21.90,47.80,4540.80,82.00,0.00,443.70,25.63,81.96,2016-02-00 17:18:40
21.80,47.80,4540.80,82.10,0.00,445.22,25.65,82.13,2016-02-00 17:18:50
21.70,47.90,4540.80,82.00,0.00,445.39,25.81,82.03,2016-02-00 17:19:00
21.60,48.10,4540.80,82.10,0.00,446.64,25.88,82.10,2016-02-00 17:19:10
21.60,48.40,4540.80,82.00,0.00,426.82,25.91,81.99,2016-02-00 17:19:20
21.60,48.40,4540.80,82.10,0.00,427.51,25.86,82.17,2016-02-00 17:19:30
21.50,48.50,4540.80,82.10,0.00,440.82,25.89,82.47,2016-02-00 17:19:40
21.50,48.60,4540.80,82.00,0.00,435.95,25.90,82.11,2016-02-00 17:19:50
21.50,48.70,4540.80,82.10,0.00,434.74,25.80,82.25,2016-02-00 17:20:00
21.40,48.70,4540.80,82.00,0.00,454.36,25.94,82.33,2016-02-00 17:20:10
21.40,48.80,4540.80,82.30,0.00,445.41,25.98,82.70,2016-02-00 17:20:21
21.40,48.90,4540.80,82.10,0.00,428.49,26.03,82.13,2016-02-00 17:20:31
21.40,48.90,4540.80,82.00,0.00,440.17,25.44,81.85,2016-02-00 17:20:41
21.40,48.90,4540.80,82.00,0.00,439.02,25.37,81.56,2016-02-00 17:20:51
21.30,49.00,4540.80,82.00,0.00,454.18,25.40,81.84,2016-02-00 17:21:01
21.30,49.10,4540.80,81.90,0.00,431.93,25.51,82.21,2016-02-00 17:21:11
21.30,49.20,4540.80,82.00,0.00,447.77,25.48,82.71,2016-02-00 17:21:21
21.30,49.20,4540.80,82.60,0.00,442.96,25.38,82.66,2016-02-00 17:21:31
21.30,49.20,4540.80,82.20,0.00,444.58,25.32,82.18,2016-02-00 17:21:41
21.30,49.20,4540.80,82.60,0.00,445.42,25.94,82.33,2016-02-00 17:21:51
21.40,49.20,4540.80,82.50,0.00,426.19,25.98,81.77,2016-02-00 17:22:01
21.50,49.10,4540.80,82.20,0.00,446.76,25.96,82.64,2016-02-00 17:22:11
21.50,49.00,4540.80,82.30,0.00,423.58,25.34,82.53,2016-02-00 17:22:21
21.60,48.90,4540.80,82.50,0.00,429.24,25.14,82.05,2016-02-00 17:22:31
21.60,48.80,4540.80,82.60,0.00,429.96,25.10,81.69,2016-02-00 17:22:41
21.60,48.70,4540.80,82.20,0.00,429.25,25.07,81.79,2016-02-00 17:22:51
21.70,48.70,4540.80,82.90,0.00,444.34,25.57,81.71,2016-02-00 17:23:01
21.70,48.60,4540.80,82.30,0.00,423.52,25.14,82.13,2016-02-00 17:23:11
21.80,48.50,4540.80,82.50,0.00,427.13,25.04,82.25,2016-02-00 17:23:21
21.80,48.50,4540.80,82.70,0.00,442.82,24.96,82.25,2016-02-00 17:23:31
21.80,48.50,4540.80,82.50,0.00,419.03,24.89,83.01,2016-02-00 17:23:41
21.80,48.40,4540.80,82.60,0.00,425.80,24.76,81.66,2016-02-00 17:23:51
21.90,48.40,4540.80,82.60,0.00,429.02,24.66,81.59,2016-02-00 17:24:01
21.90,48.30,4540.80,82.80,0.00,436.38,24.70,82.10,2016-02-00 17:24:11
21.90,48.30,4540.80,82.50,0.00,426.55,24.69,81.80,2016-02-00 17:24:21
21.90,48.30,4540.80,82.50,0.00,420.26,24.67,82.14,2016-02-00 17:24:31
21.90,48.20,4540.80,82.50,0.00,427.02,24.69,81.94,2016-02-00 17:24:41
21.90,48.10,4540.80,82.50,0.00,427.33,24.81,82.09,2016-02-00 17:24:51
22.00,48.10,4540.80,82.70,0.00,443.23,25.40,81.72,2016-02-00 17:25:01
22.00,48.00,4540.80,82.30,0.00,423.90,24.99,82.63,2016-02-00 17:25:11
21.90,47.90,4540.80,82.70,0.00,445.09,25.47,86.98,2016-02-00 17:25:21
21.90,48.10,4540.80,82.50,0.00,418.33,25.59,82.19,2016-02-00 17:25:31
22.00,47.90,4540.80,82.50,0.00,433.45,25.59,81.63,2016-02-00 17:25:41
21.90,47.80,4540.80,82.60,0.00,431.10,25.61,82.15,2016-02-00 17:25:51
22.00,47.80,4540.80,82.50,0.00,446.82,25.71,81.74,2016-02-00 17:26:01
21.90,47.90,4540.80,82.50,0.00,443.51,25.72,81.82,2016-02-00 17:26:11
21.90,47.90,4540.80,82.50,0.00,421.75,25.77,81.38,2016-02-00 17:26:21
21.90,47.90,4540.80,82.50,0.00,433.82,25.75,83.66,2016-02-00 17:26:32
21.90,48.00,4540.80,82.20,0.00,428.57,25.22,82.29,2016-02-00 17:26:42
21.90,48.00,4540.80,82.50,0.00,451.05,25.16,81.73,2016-02-00 17:26:52
21.80,48.10,4540.80,82.60,0.00,442.26,25.19,81.71,2016-02-00 17:27:02
21.70,48.10,4540.80,82.60,0.00,445.11,25.26,81.65,2016-02-00 17:27:12
21.70,48.30,4540.80,82.90,0.00,443.79,25.90,83.20,2016-02-00 17:27:22
21.60,48.50,4540.80,82.40,0.00,419.83,26.01,81.35,2016-02-00 17:27:32
21.70,48.50,4540.80,82.50,0.00,432.41,25.89,81.30,2016-02-00 17:27:42
21.70,48.50,4540.80,83.00,0.00,446.48,25.82,81.59,2016-02-00 17:27:52
21.70,48.60,4540.80,82.90,0.00,442.09,25.84,81.37,2016-02-00 17:28:02
21.60,48.50,4540.80,82.50,0.00,445.29,25.95,81.59,2016-02-00 17:28:12
21.50,48.60,4540.80,82.50,0.00,445.09,26.10,81.14,2016-02-00 17:28:22
21.50,48.80,4540.80,82.50,0.00,443.21,26.12,81.73,2016-02-00 17:28:32
21.50,48.80,4540.80,82.30,0.00,446.72,26.29,81.75,2016-02-00 17:28:42
21.40,48.90,4540.80,82.60,0.00,429.45,26.27,82.22,2016-02-00 17:28:52
21.50,48.90,4540.80,82.40,0.00,438.25,26.33,81.50,2016-02-00 17:29:02
21.40,48.90,4540.80,82.50,0.00,455.13,26.44,81.62,2016-02-00 17:29:12
21.30,49.00,4540.80,82.50,0.00,433.37,26.57,82.07,2016-02-00 17:29:22
21.30,49.10,4540.80,83.00,0.00,456.89,26.69,81.55,2016-02-00 17:29:32
21.20,49.20,4540.80,82.60,0.00,447.43,26.76,81.19,2016-02-00 17:29:42
21.20,49.30,4540.80,83.00,0.00,446.82,26.77,81.92,2016-02-00 17:29:52
21.20,49.40,4540.80,82.90,0.00,446.06,26.81,82.32,2016-02-00 17:30:02
21.20,49.70,4540.80,83.10,0.00,444.73,26.62,82.52,2016-02-00 17:30:12
21.20,49.60,4540.80,82.80,0.00,444.74,26.58,82.32,2016-02-00 17:30:22
21.30,49.40,4540.80,83.10,0.00,444.65,26.49,82.50,2016-02-00 17:30:32
21.40,49.40,4540.80,82.80,0.00,426.41,26.47,81.95,2016-02-00 17:30:42
21.40,49.40,4540.80,82.90,0.00,433.51,26.33,82.19,2016-02-00 17:30:52
21.50,49.50,4540.80,82.60,0.00,432.97,26.07,81.61,2016-02-00 17:31:02
21.60,49.40,4540.80,82.50,0.00,434.00,25.99,82.01,2016-02-00 17:31:12
21.60,49.40,4540.80,83.00,0.00,427.48,25.79,81.74,2016-02-00 17:31:22
21.60,49.10,4540.80,83.00,0.00,432.39,25.70,82.63,2016-02-00 17:31:32
21.70,48.80,4540.80,82.80,0.00,438.95,25.82,81.75,2016-02-00 17:31:42
21.70,48.70,4540.80,82.80,0.00,432.90,25.85,81.63,2016-02-00 17:31:52
21.70,48.70,4540.80,83.20,0.00,432.84,25.70,81.69,2016-02-00 17:32:02
21.80,48.60,4540.80,83.00,0.00,438.29,25.75,81.93,2016-02-00 17:32:12
21.80,48.60,4540.80,83.10,0.00,426.20,25.68,82.25,2016-02-00 17:32:22
21.80,48.70,4540.80,82.80,0.00,430.03,25.60,82.00,2016-02-00 17:32:32
21.90,48.70,4540.80,83.00,0.00,424.53,25.49,82.40,2016-02-00 17:32:42
21.90,48.60,4540.80,83.00,0.00,432.55,25.36,81.34,2016-02-00 17:32:53
21.90,48.50,4540.80,82.80,0.00,425.62,25.43,81.26,2016-02-00 17:33:03
21.90,48.70,4540.80,82.80,0.00,417.46,25.40,81.71,2016-02-00 17:33:13
22.00,48.60,4540.80,82.90,0.00,423.05,25.31,81.30,2016-02-00 17:33:23
22.00,48.20,4540.80,82.90,0.00,427.21,25.41,81.69,2016-02-00 17:33:33
22.10,48.10,4540.80,82.80,0.00,426.32,25.52,81.30,2016-02-00 17:33:43
22.10,48.00,4540.80,82.80,0.00,417.82,25.50,81.26,2016-02-00 17:33:53
22.10,48.00,4540.80,82.90,0.00,420.68,25.42,81.65,2016-02-00 17:34:03
22.10,47.80,4540.80,83.00,0.00,425.39,25.43,81.14,2016-02-00 17:34:13
22.10,47.80,4540.80,82.80,0.00,426.61,24.84,81.04,2016-02-00 17:34:23
22.20,47.70,4540.80,83.10,0.00,442.23,25.30,81.61,2016-02-00 17:34:33
22.20,47.50,4540.80,83.00,0.00,436.76,25.52,81.63,2016-02-00 17:34:43
22.20,47.40,4540.80,82.40,0.00,442.73,25.75,81.20,2016-02-00 17:34:53
22.20,47.40,4540.80,82.80,0.00,417.63,25.76,81.43,2016-02-00 17:35:03
22.10,47.30,4540.80,82.90,0.00,429.82,25.75,81.44,2016-02-00 17:35:13
22.10,47.50,4540.80,82.90,0.00,427.93,25.72,81.77,2016-02-00 17:35:23
22.10,47.40,4540.80,83.00,0.00,434.60,25.79,81.53,2016-02-00 17:35:33
22.00,47.40,4540.80,83.00,0.00,450.00,25.95,81.48,2016-02-00 17:35:43
